Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Item Count,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Dried bay leaf ( chemical free ),351004,,,Minnie's,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,9,171,135,36,0.210526,0
Raw Cashew,20014,,abu auf,abu auf,Nuts & Dried Fruits,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170.64,131.25,39.39,0.230837,0
Raw Pecan,60011,,abu auf,abu auf,Nuts & Dried Fruits,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170.64,131.25,39.39,0.230837,0
Whey Protein (Kheir Misr),140161,,Kheir Misr,IMN,Food supplements,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,170.2,148,22.2,0.130435,0
Gluten free Corn Flakes,CornFlakes,,Schar,Favorito,Cereal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,170.1,126,44.1,0.259259,0
Extra virgin sesame oil ( organic ) 473ml,281019,,,HV,Oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,170,153,17,0.1,0
White tea with peach,Whiteteawithpeach,,NGS,mmb,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,6,170,130.62,39.38,0.231647,0
Baby onions,BabyOnions,,NGS,Agrovate,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,3,1,11,7,6,3,0,0,0,0,0,0,44,169.25,124.25,45,0.265879,0
Red endive (chemical free),341053,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,169,130,39,0.230769,0
Chicken Cutlets - Shishtawook (chemical free),531002,,,Yasmine organic,Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,168.3,140.25,28.05,0.166667,0
Cardamoms,431004,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,168,126,42,0.25,0
Sweet pineapples,20030,,,NGS,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,168,0,168,1,0
Paprika,Parpika,,Tropical Heat,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,0,2,4,0,0,0,0,0,0,0,13,167.7,130.38,37.32,0.22254,0
Oat milk ( organic ),Originaloatmilk,,Alpro,El_Ansary,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6,166.5,131.1,35.4,0.212613,0
Moringa leaves - dried ( organic ),551001,,,Habiba organic,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,165,125,40,0.242424,0
Red Cabbage (chemical free),501029,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,30,165,127.5,37.5,0.227273,0
Red onion (Chemical free),141007,,,El Hoda,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,165,127.5,37.5,0.227273,0
Sweet onions,Sweetonions,,NGS,Agrovate,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,3,0,0,0,0,0,0,0,0,0,0,15,165,127.5,37.5,0.227273,0
Red Radish (chemical free),501030,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,30,165,121.38,43.62,0.264364,0
Thyme,Thyme,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,7,1,2,3,2,2,2,2,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,164.71,119.56,45.15,0.274118,0
Carrot cake (Gluten free) - traces of gluten,251003,,,Granny's,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,164.5,72.5,92,0.559271,0
Cherry carrots (chemical free),341003,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,1,22,164,110,54,0.329268,0
Ox tail (3akawy),Oxtail(#akawy),,Kheir Misr,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,163.8,126,37.8,0.230769,0
Red iceberg,Rediceberg,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,162.5,131.04,31.46,0.1936,0
Rosemary,Rosemary,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,9,8,2,6,1,1,1,0,0,0,0,0,0,43,161.5,120.8,40.7,0.252012,0
Scandinavian twisted baguette (tordu),401004,,,Ovio,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,11,160.8,118.75,42.05,0.261505,0
Water melon,Watermelon,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,160.55,105,55.55,0.345998,0
Nutrition bar with cocoa and coffee (natural) - raw,631005,,,Proten nutrition,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,160,128,32,0.2,0
Raw Walnut without Shell,60008,,abu auf,abu auf,Nuts & Dried Fruits,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159.9,123,36.9,0.230769,0
Ume plum vineger,109330,,"Eden Foods, Inc.",HV,Japanese cuisine,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,159.5,135,24.5,0.153605,0
Mustard leaves,Mustardleaves,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,6,3,2,10,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,159.5,128.84,30.66,0.192226,0
Veal Steak,VealSteak,,NGS,Favorito,Fish,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,159.03,124,35.03,0.220273,0
Moringa powder (organic ),551002,,,Habiba organic,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,159,120,39,0.245283,0
Herbs with apple and cinnamon,Herbswithappleandcinnamon,,,bel,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,159,126,33,0.207547,0
Cloves,Cloves,,Tropical Heat,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,8,158.8,120,38.8,0.244332,0
Sprouts (chemical free),341042,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,158,120,38,0.240506,0
White endive (chemical free),341054,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,158,120,38,0.240506,0
Cayenne Pepper,431005,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,157.8,116,41.8,0.264892,0
Shampoo (natural),Shampoonatural,,,Panadora,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,157,120,37,0.235669,0
Whole grain rice cakes (low fat)-lightly salted),Wholegrainricecakeslowfat-lightlysalted,,NGS,mmb,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,7,157,133,24,0.152866,0
Pineapple powder,210048-50,,"Starwest Botanicals,Inc.",HV,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,156,135,21,0.134615,0
Gotu kola powder,209345-50,,"Starwest Botanicals,Inc.",HV,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,156,135,21,0.134615,0
Baby potatoes,BabyPotatoes,,NGS,Agrovate,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,7,9,3,0,1,0,0,0,0,0,0,0,0,39,156,97.5,58.5,0.375,0
Celery Salt,CelerySalt,,Tropical Heat,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,13,156,117,39,0.25,0
Dried figs ( Chemical free ),351007,,,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,155.2,120,35.2,0.226804,0
Milly Gris and Ciocc,301014,,,international company,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,154,154,0,0,0
Red Radish(chemical free),RedRadisheschemicalfree,,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,3,0,0,0,0,0,0,28,154,119,35,0.227273,0
Disco Ciok ( gluten free ),301008,,,international company,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,154,114.4,39.6,0.257143,0
Ginger soda,OldStylegingersoda,,Old Style,Vodka,Soda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,0,3,0,0,0,0,0,0,0,11,153,111.34,41.66,0.272288,0
Red plums (local),20044,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,152,161.2,-9.2,-0.060526,0
Kukicha loose twig tea - Japanese (organic),281108,,,HV,Herbal Drinks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,152,105,47,0.309211,0
Mango zebdeya ( Chemical free ),MangozebdeyaChemicalfree,,NGS,Sara nour,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,8,152,120,32,0.210526,0
Dried Kiwi (chemical free),DriedKiwi,,NGS,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,5,150,120,30,0.2,0
Norwegian Smoked Salmon 100g,NorwegianSmokedSalmon,,sea world,Red Sea World,Frozen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,120,30,0.2,0
peeied tiger shrimp medium,peeiedtigershrimp,,sea world,Red Sea World,Frozen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,120,30,0.2,0
Oat meal soap,261021,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,150,120,30,0.2,0
Psyllium seeds,291012,,,IMN,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,150,112.5,37.5,0.25,0
Olive oil (thyme infused),401002,,,Ovio,Oil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,150,102,48,0.32,0
pancake mix ( gluten free ) 623g,281032,,,HV,Baking products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,150,120,30,0.2,0
Water melon (yellow),Watermelonyellow,,NGS,Agrovate,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,7,150,123.5,26.5,0.176667,0
Red Sucrine lettuce,RedSucrinelettuce,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,149.98,120.96,29.02,0.193492,0
Ginger cookies (Gluten free) - traces of gluten,251006,,,Granny's,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,149,28,121,0.812081,0
Veal liver (chemical free) frozen,Vealliverchemicalfreefrozen,,,El rancho,Chemical free beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,148,110,38,0.256757,0
Parsley,Parsley,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,6,11,10,9,10,4,11,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,148,93.24,54.76,0.37,0
Organic Kamut flakes,OrganicKamutflakes,,Eden,Health Harvest,Grains & Cereal,,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,147.5,126,21.5,0.145763,0
Carrot ( Chemical free ),CarrotChemicalfree,,NGS,Bio land,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,0,21,147,110.25,36.75,0.25,0
Salad Seasoning,431021,,,PRIMA,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,9,146.25,118.5,27.75,0.189744,0
Pollen Grains,PollenGrains,,,IMN,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,146,117,29,0.19863,0
Quinoa - white (Bolivia),40028,,,Auf,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,144,100,44,0.305556,0
Cow milk (chemical free) - frozen,121001,,,Ekram mamena,Milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,144,13,131,0.909722,0
Body oil with coconut (healing),261028,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,144,112,32,0.222222,0
Manderine,Manderine,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,2,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,143.75,115,28.75,0.2,0
Toast bread flour ( Gluten free ),301020,,,international company,Baking products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,143,114.4,28.6,0.2,0
Beef kidney,Beefkidney,,Kheir Misr,Butcher,Fresh Beef & Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,143,110,33,0.230769,0
Short black aubergine,Shortblackaubergine,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,1,1,5,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,142.4,105.76,36.64,0.257303,0
Smoked Salamon,SmokedSalamon,,sea world,Favorito,Fish,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,141.075,110,31.075,0.220273,0
Body massage Oil (lavander),261004,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,140,112,28,0.2,0
Rosemary,Rosemary,,Tropical Heat,PRIMA,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,2,0,0,0,0,0,0,0,0,0,10,140,100,40,0.285714,0
Green tea & cucumber facial milk,Greenteacucumberfacialmilk,,Healing Herbs,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,140,112,28,0.2,0
Body massage oil with red rose effect,261005,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,140,112,28,0.2,0
Hurghada delivery fee,Hurghadadeliveryfee,,Freight,Freight,General,,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,140,0,140,1,0
Chinese Garlic,ChineseGarlic,,NGS,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,1,1,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,139.58,114.46,25.12,0.179968,0
Organic Spelt flakes,OrganicSpeltflakes,,Eden,Health Harvest,Grains & Cereal,,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,139,118.8,20.2,0.145324,0
Dulse flakes (organic),281103,,,HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,138,101.25,36.75,0.266304,0
Mini pasta ( Gluten free ),301015,,,international company,Pasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,137.5,110,27.5,0.2,0
Cherry colored tomatoes (chemical free),341055,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,136.625,92.5,44.125,0.322964,0
Dates (Iraqi),20037,,,Agrovate,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,136.2,89.24,46.96,0.344787,0
Raw Peruvian cacao ( organic ),221017,,,Good life,Baking products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,136,102.4,33.6,0.247059,0
Dried turkish figs 250g,40007,,,Auf,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,11,135.85,95.4,40.45,0.297755,0
Shea butter soap,Sheabuttersoap,,Nefertari,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,135,100.5,34.5,0.255556,0
Tekka (miso condiment),109960,,"Eden Foods, Inc.",HV,Japanese cuisine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134.5,117,17.5,0.130112,0
Lemon grass,Lemongrass,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,2,6,6,8,5,1,0,0,0,0,0,0,39,133.25,93,40.25,0.302064,0
chives (chemical free),341010,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,31,133,93,40,0.300752,0
Australian beef steak,Australianbeefsteal,,NGS,NGS,Australian beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,56,76,0.575758,0
Beet root powder,281006,,,HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,132,90,42,0.318182,0
Red grapes (local),20043,,,Agrovate,Fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,11,132,136,-4,-0.030303,0
Green coffee (natural weight loss),40010,,,NGS,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,132,0,132,1,0
Quinoa soup with vegetables (glten free),40024,,,Auf,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,132,100.8,31.2,0.236364,0
Face and neck antiwrinkle cream,Faceandneckantiwrinklecream,,Nefertari,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,132,98,34,0.257576,0
Original crackers,201004,,,NGS,Crackers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,132,0,132,1,0
Quinoa soup with lentil,40025,,,Auf,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,132,100.8,31.2,0.236364,0
Dame al cacao biscuits ( gluten free ),Damealcacao,,NGS,Farmex,Cookies,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,132,98,34,0.257576,0
Soy sauce ( kikkoman ),kikkomansoysauce,,Kikkoman,Wasabi,Sauces,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131.25,105,26.25,0.2,0
